Habitat Name,Type,Ecosystem Type,Count
roadway drainage ditches,aquatic,North American aquatic ecosystem,1
areas of anthropogenic disturbance,aquatic,Lake Kenyir,1
marine algae and sessile invertebrates,marine,marine ecosystem,1
low shore,marine,marine ecosystem,1
depths of 24 m,marine,marine ecosystem,1
estuarine regions,aquatic,Pacific Ocean,1
marine waters,marine,Mediterranean,1
Boughrara Lagoon,aquatic,Mediterranean Sea,1
natural and artificial watercourses,aquatic,watercourse ecosystem,1
man modified habitats,marine,Indian Ocean,1
marinas and pontoons,aquatic,-,1
human-made substrates,aquatic,estuarine ecosystem,1
Zostera meadows,aquatic,lagoon ecosystem,1
cities,terrestrial,-,1
intertidal boulders,marine,intertidal zone,1
beds of Mytilus galloprovincialis,marine,intertidal zone,1
two temperate lakes,aquatic,-,1
littoral waters,aquatic,Eastern Tropical Pacific (ETP),1
submerged artificial structures,aquatic,Eastern Tropical Pacific (ETP),1
tomato fields,terrestrial,agroecosystem,1
Curaçao habitat,terrestrial,Caribbean region,1
coastal waters,marine,Libyan coastal ecosystem,1
marine habitat,marine,Sicilian waters,1
water bodies,aquatic,inland waters,2
canal,aquatic,inland waters,1
rivers,aquatic,inland water system,1
habitat of Pecten maximus,marine,English Channel ecosystem,1
wild waters,aquatic,-,1
shoreline,marine,Mediterranean Sea ecosystem,1
emerged beach on the southwest side of the Guardialfiera artificial lake,aquatic,Artificial reservoir ecosystem,1
coastal waters,marine,Mediterranean,1
aquaculture area,aquatic,aquaculture area,1
shallow bay,marine,marine ecosystem,1
Saronikos Gulf,marine,Mediterranean Sea,1
vicinity of outfalls of desalination plants,marine,Mediterranean Sea,1
outflow channel of the cooling system,aquatic,Estonian freshwater ecosystems,1
water reservoir,aquatic,Estonian freshwater ecosystems,1
riverbed and banks,aquatic,freshwater ecosystem,1
lakes,aquatic,inland waters,1
littoral zone,marine,Mediterranean coastal waters,1
buoy fouling communities,marine,European marine waters,1
Santa Gilla lagoon,aquatic,coastal lagoon ecosystem,1
Mediterranean Sea,marine,Mediterranean,1
stormwater retention dam,aquatic,freshwater ecosystems,1
high salinity waters,aquatic,Mediterranean Sea,1
alluvial forest,terrestrial,-,1
shrub-dominated habitat,terrestrial,-,1
banks of a water reservoir,aquatic,-,1
ports and on ropes of a long-line mussel aquaculture,aquatic,Shallow waters around Iceland,1
reservoir habitat,aquatic,Dinaric karst area,1
river habitat,aquatic,Dinaric karst area,1
permanent wetland zone,aquatic,wetland ecosystem,1
temporary wetland zone,aquatic,wetland ecosystem,1
seasonal wetland zone,aquatic,wetland ecosystem,1
dunes,terrestrial,coastal ecosystems,1
harbour areas,marine,Mediterranean Sea,1
natural rocky bottoms,marine,Mediterranean Sea,1
harbour,aquatic,-,2
Intertidal zones,aquatic,-,1
ruderal plant communities,terrestrial,-,1
segetal plant communities,terrestrial,-,1
upper rocky infralittoral zone,marine,Tyrrhenian Sea,1
fouling communities,marine,marine ecosystem,1
substrates (small artificial structures),marine,marine ecosystem,1
substrates (larger stable structures),marine,marine ecosystem,1
unmanaged xeric grasslands,terrestrial,-,1
arable field habitats,terrestrial,-,1
-,-,Mediterranean Sea ecosystem,1
coastal waters,marine,Mediterranean Basin,1
marine coastal waters,marine,marine ecosystem,1
brackish coastal waters,aquatic,brackish ecosystem,1
sheltered areas in Warnow River Estuary,aquatic,Baltic Sea ecosystem,1
inland mineral spring,aquatic,Saharan biotope,1
Lough Ree,aquatic,Lakes of Shannon,1
Lough Derg,aquatic,Lakes of Shannon,1
Parteen Reservoir,aquatic,Lakes of Shannon,1
southern Mediterranean waters,marine,Mediterranean basin,1
"estuarine, coastal and marine areas",marine,northeast Atlantic Ocean,1
-,marine,Mediterranean,1
open spaces,terrestrial,-,1
garden,terrestrial,-,1
Opuntia ficus-indica groves,terrestrial,cultivated area,1
wave-exposed low-shore intertidal habitats,marine,intertidal ecosystem,1
shallow waters,aquatic,Mediterranean Sea,1
local habitats,marine,Madeira coastal waters,1
rocky coastal communities,marine,Madeira coastal waters,1
rocky bottoms,marine,Mediterranean Sea Ecosystem,1
coralligenous habitats,marine,Mediterranean Sea Ecosystem,1
artificial substrates,marine,Mediterranean Sea Ecosystem,1
benthic,marine,-,1
Nemunas River,aquatic,freshwater ecosystems,1
Lake Garda,aquatic,freshwater,1
aquaculture farms,aquatic,Italian inland waters,1
rocky substrates,marine,Mediterranean Sea,1
Sea coastlines and estuaries,marine,eastern Atlantic and Mediterranean Sea,1
aquaculture gear,aquatic,aquaculture environment,1
aquatic habitats,aquatic,pond ecosystem,1
dominant vegetation areas,terrestrial,rangeland ecosystem,1
residual water in trailered watercraft,aquatic,recreational water bodies,1
seawater,aquatic,aquatic ecosystem,1
River Thames,aquatic,river catchment ecosystem,1
mussel farms,aquatic,aquatic,1
dung pile surroundings,terrestrial,grasslands,1
lower Shannon River,aquatic,Shannon River,1
ballast water,aquatic,freshwater systems,1
reservoir tributaries,aquatic,reservoirs,1
shallow-water habitats,aquatic,lake ecosystem,1
habitats,-,ecosystems,1
marine and brackish habitats,aquatic,marine ecosystem,1
coastal habitats,aquatic,Baltic Sea Ecosystem,1
offshore pelagic habitats,aquatic,Baltic Sea Ecosystem,1
epibiota on artificial structures,marine,coastal habitats,1
sublittoral bedrock,marine,coastal habitats,1
artificial structures,marine,subantarctic waters,1
aquaculture facilities,marine,temperate waters,1
mussel socks,aquatic,aquaculture ecosystem,1
reef,marine,coral reef system,1
Water,marine,Mediterranean,1
port,marine,-,1
harbours,marine,marine,1
niche habitat,marine,Caribbean coral reefs,1
inland waters,aquatic,aquatic ecosystems,1
marine protected areas,marine,Mediterranean Sea,1
mussel farms,aquatic,-,1
eutrophic habitat,aquatic,coastal ecosystems,1
aquatic habitat,aquatic,angling lake,1
inland freshwaters,aquatic,inland freshwaters,1
water bodies in Finnish inland waters,aquatic,Aquatic ecosystem,1
large lakes,aquatic,freshwater,1
river systems,aquatic,river systems,1
submerged surfaces,marine,marine ecosystem,1
biofouling community,aquatic,mariculture areas,1
oyster farm,marine,reefs ecosystem,1
coastal regions,marine,marine systems,1
Eelgrass,aquatic,Eelgrass meadows,1
Artificial substrates,aquatic,-,1
aquaculture environments,marine,marine ecosystem,1
eelgrass,marine,eelgrass meadow,1
pelagic larval stages in zooplankton,aquatic,marine,1
riverine,aquatic,lotic ecosystems,1
mesocosms,aquatic,freshwater systems,1
land habitat,terrestrial,-,1
reservoirs,aquatic,aquatic ecosystem,1
Niagara River,aquatic,aquatic ecosystem,1
Welland Canal,aquatic,aquatic ecosystem,1
Lake Erie shoreline,aquatic,aquatic ecosystem,1
-,-,forests,1
forests of Pinus species,terrestrial,pine forests,1
vulnerable habitats,-,protected ecosystems,1
breeding habitat,aquatic,breeding habitat,1
tributary stream,aquatic,headwater stream,1
flow-based barrier,aquatic,headwater stream,1
waterfall-based barrier,aquatic,headwater stream,1
gillnet fishing areas,aquatic,freshwater,1
sedge/grass meadows,aquatic,wetlands ecosystem,1
Anthropogenic soils,terrestrial,Terrestrial environment of the High Arctic,1
Natural habitats in Svalbard,terrestrial,Terrestrial environment of the High Arctic,1
terrestrial environment,terrestrial,tundra,1
ornamental gardens,terrestrial,-,1
Cactus habitat,terrestrial,South of Lebanon Ecosystem,1
insular habitats,terrestrial,-,1
forest fragments,terrestrial,Atlantic forest,1
plantations,terrestrial,Atlantic forest,1
forest trails,terrestrial,forest ecosystem,1
forest on sandy soil,terrestrial,Malagasy lowland rainforest,1
forest on basaltic soil,terrestrial,Malagasy lowland rainforest,1
ruderal environments,terrestrial,Mediterranean,1
cultivated environments,terrestrial,Mediterranean,1
"degraded semi-natural (sandy grassland, dunes) environments",terrestrial,Mediterranean,1
coniferous tree habitat,terrestrial,coniferous ecosystem,1
lowland floodplain,terrestrial,lowland floodplains,1
floral habitat,terrestrial,oceanic island ecosystem,1
"cool, early spring conditions",terrestrial,temperate forest ecosystem,1
Estuarine Sites,aquatic,Salt Marshes,1
stands within marshes,terrestrial,marshes,1
recipient community,-,resident community,1
Belowground Habitat (CMN interactions),terrestrial,Common Mycelial Networks (CMNs),1
salt marsh habitat,aquatic,salt marsh ecosystem,2
prairie,terrestrial,prairie,1
drier habitats,terrestrial,arid and semiarid ecosystem,1
wildlands,terrestrial,-,1
sagebrush habitat,terrestrial,sagebrush steppe ecosystems,1
sandy beach,terrestrial,Velika plaža sandy beach community,1
stems,terrestrial,-,1
roots,terrestrial,-,1
gardens,terrestrial,-,4
bark of pine trees,terrestrial,forests with pine trees,1
Scots pine forest,terrestrial,-,1
forests,terrestrial,oak forests,1
cavities in veteran trees,terrestrial,forest biodiversity,1
abandoned arable land,terrestrial,Mediterranean ecosystems,1
semi-natural woodland,terrestrial,Mediterranean ecosystems,1
orchards (buffer zone),terrestrial,Mediterranean ecosystems,1
plantations,terrestrial,eucalypt ecosystem,1
gaps in Quercus ilex forest,terrestrial,urban Mediterranean forest,1
pine forests,terrestrial,-,1
Cascade Mountains,terrestrial,hemlock communities,1
sea water,aquatic,marine,1
old fly ash deposits,terrestrial,surrounding ecosystems,1
aquatic habitat,aquatic,mountain lakes ecosystem,1
riparian habitat,terrestrial,mountain lakes ecosystem,1
sub-Antarctic streams,aquatic,freshwater ecosystems,1
ponds constructed by beavers,aquatic,freshwater ecosystems,1
natural forest conditions,terrestrial,-,1
river,aquatic,river basins,1
field,terrestrial,agricultural lands,1
storage,terrestrial,agricultural lands,1
woodlots,terrestrial,agricultural landscape,1
native woodlots,terrestrial,agricultural landscape,1
R. pseudoacacia woodlots,terrestrial,agricultural landscape,1
tropical aquatic environments,aquatic,aquatic ecosystems,1
European flat oyster habitats,marine,coastal marine ecosystem,1
freshwater system,aquatic,-,1
cultivated land,terrestrial,agroecosystem,1
terrestrial,terrestrial,terrestrial ecosystem,1
marine,marine,marine ecosystem,1
aquatic habitats,aquatic,Eastern Highlands wetlands,1
river basins,aquatic,-,1
supercolony,terrestrial,-,1
urban zone of Santiago,terrestrial,-,1
middle taiga sub-zone,terrestrial,Taiga,1
conservatory,-,-,1
canopies of Picea pungens,terrestrial,forest,1
canopies of Picea abies,terrestrial,forest,1
red mangrove,terrestrial,Bermuda Islands Ecosystem,1
urban streets and open parks,terrestrial,Bermuda Islands Ecosystem,1
ornamental tree habitat,terrestrial,urban ecosystem,1
host plant leaves,terrestrial,urban ecosystem,1
Puerto de la Cruz habitat,-,Canary Islands ecosystems,1
urban and disturbed habitats,terrestrial,-,1
Robinia pseudoacacia tree,terrestrial,-,1
palm grove,terrestrial,-,1
cocoon web,terrestrial,-,1
handling terminals and warehouses with tropical plants,terrestrial,tropical,1
surface water,aquatic,freshwater,1
Wooded dunes with Pinus pinea and/or P. pinaster (EU Habitat 2270),terrestrial,Italian dune ecosystems,1
land use land cover types,-,-,1
field,terrestrial,field,1
habitat types,terrestrial,-,1
wasteland habitats,terrestrial,urban nature reserves,1
mongoose-infested islands,terrestrial,island ecosystems,1
mongoose-free islands,terrestrial,island ecosystems,1
agricultural landscape,terrestrial,-,1
Aviary environments,terrestrial,Ecological communities,1
restoration area,terrestrial,old-growth forest ecosystem,1
open and closed forests,terrestrial,old-growth forest ecosystem,1
soil,terrestrial,temperate ecosystems,1
aquatic habitats,aquatic,worldwide ecosystems,1
Terrestrial Habitats,terrestrial,-,1
Farmlands,terrestrial,Terrestrial Habitats,1
Forests,terrestrial,Terrestrial Habitats,1
Residential Areas,terrestrial,Terrestrial Habitats,1
lake habitat,aquatic,European lakes,1
cultivated areas,terrestrial,-,1
agricultural habitats,terrestrial,agricultural ecosystems,1
forest habitats,terrestrial,forest ecosystems,1
agricultural resources,terrestrial,agricultural resources,1
natural resources,terrestrial,natural resources,1
disturbed sites,terrestrial,-,1
disturbed areas,terrestrial,Panama Canal watershed ecosystem,1
marsh habitat,aquatic,tidal marsh ecosystem,1
mature palm forest,terrestrial,palm forest ecosystem,1
synanthropic habitats,terrestrial,-,1
gardens,terrestrial,synanthropic habitats,1
greenhouses,terrestrial,synanthropic habitats,1
arable land,terrestrial,synanthropic habitats,1
pasture,terrestrial,synanthropic habitats,1
humid highlands,terrestrial,Galapagos ecosystem,1
forests,terrestrial,forest systems,1
roads,terrestrial,landscape,1
agricultural areas,terrestrial,landscape,1
forests,terrestrial,landscape,1
coastal forests,terrestrial,temperate rain forests,1
historical habitat,terrestrial,Western Ghats,1
cultivated plot,terrestrial,grassland ecosystem,1
New Zealand grasslands,terrestrial,grassland,1
eastern Mediterranean Sea,marine,Mediterranean Basin,1
forestry,terrestrial,terrestrial,1
horticulture,terrestrial,terrestrial,1
aquaculture,aquatic,aquatic,1
hunting,terrestrial,terrestrial,1
nature conservation,-,-,1
areas near boat launches and roads,terrestrial,boreal forest system,1
low human impact areas,terrestrial,boreal forest system,1
settlement areas or gardens,terrestrial,-,1
high complexity habitat,aquatic,-,1
islands,terrestrial,terrestrial ecosystem,1
perennial shrub/grass/forb community,terrestrial,Intermountain West valley ecosystems,1
annual grasslands,terrestrial,Intermountain West valley ecosystems,1
"elevational range from 140 m to 1,300 m",terrestrial,tropical island ecosystem,1
suitable habitat,-,global,1
terrestrial realm,terrestrial,terrestrial,1
colonies,terrestrial,novel habitats,1
low elevation forest,terrestrial,forest ecosystem,1
native plant communities,terrestrial,natural ecosystems,1
natural grassland,terrestrial,-,1
aquatic habitat,aquatic,savanna protected area,1
urban and ruderal habitats,terrestrial,-,1
(semi)natural habitats,terrestrial,-,1
forest soil,terrestrial,native forest,1
orchard soil,terrestrial,organic orchard,1
gaps and edges of forests,terrestrial,rainforest,1
rainforest under different light conditions,terrestrial,rainforest,1
pines,terrestrial,-,1
disturbed habitats,terrestrial,agricultural ecosystem,1
fluvial systems,aquatic,Mediterranean rivers,1
rivers/streams,aquatic,Mediterranean rivers,1
naturalised populations,terrestrial,tree invasions,1
roadsides,terrestrial,roadside ecosystem,1
Crop fields,terrestrial,Agricultural ecosystem,1
various habitats,-,Various ecosystems worldwide,1
common gardens,terrestrial,Mediterranean ecosystems,1
stone pine forests,terrestrial,Mediterranean ecosystem,1
areas surrounding a pine plantation,terrestrial,-,1
seaside cities and villages with temperate oceanic or Mediterranean climate,terrestrial,-,1
tropical upland regions with temperate climates,terrestrial,-,1
rivers,aquatic,protected areas,1
logs,terrestrial,pine forest,1
habitat facilitated by native shrubs,terrestrial,desert ecosystem,1
fragmented pristine habitats,terrestrial,Atlantic Forest ecosystem,1
well-preserved areas,terrestrial,Atlantic Forest ecosystem,1
plant nurseries,terrestrial,urban habitats,1
private gardens,terrestrial,urban habitats,1
river ports,terrestrial,urbanized area,1
forest common garden,terrestrial,forest ecosystem,1
forests,terrestrial,lowland forests currently dominated by C. sativa,1
recently undisturbed sites,terrestrial,lowland forests currently dominated by C. sativa,1
adjacent major river systems,aquatic,-,1
infrastructure,terrestrial,-,1
sentinel plant systems,terrestrial,ecosystem,1
modified areas,terrestrial,natural ecosystems,1
natural forest reserves,terrestrial,unmanaged forest ecosystems,1
riparian and floodplain forests,terrestrial,unmanaged forest ecosystems,1
shallow lakes and wetlands,aquatic,wetlands,1
area with balloon vines,terrestrial,Kruger National Park Ecosystem,1
artificial water bodies,aquatic,aquatic ecosystem,1
