Relationship Name,Type,Count
shaping invasion processes,anthropogenic/ecological,1
dispersal_and_expansion,ecological,1
trade and tourist flow,anthropogenic,1
genic introgression,genetic,1
species distribution pattern,ecological,1
food-web modification,ecological,1
invasion and eradication efforts,ecological/anthropogenic,1
infestation and eradication,ecological/anthropogenic,1
detection and monitoring,anthropogenic,1
geographical introduction,biological,1
economic costs of invasions,economic,1
taxonomic group economic impact,economic,2
economic cost,economic,1
location impact,geopolitical,1
economic costs,anthropogenic,4
invasion cost,economic,1
invasion cost impact,economic,2
economic impact,ecological/anthropogenic,1
planted and naturalized populations,ecological,1
cannibalism,ecological,1
competition and parasitism,biological,1
impact_on_health,ecological,1
cause_discolouration,ecological,1
host-specialist herbivore relationship,biological,3
influences spread rate,ecological,2
competition_modified_by_parasite,ecological,1
resource_allocation,anthropogenic,1
habitat_adaptation,ecological,1
focus relation,ecological,2
management relation,ecological,1
host-infestation,ecological,3
habitat_choice,ecological,1
non-attraction,ecological,1
introduction and monitoring,ecological,1
economic impact and management cost,economic,1
tourism-related organism spread,anthropogenic,1
comparison for impact analysis,anthropogenic,1
invasion predictor,ecological,1
leaf trait differences,ecological,1
contamination,anthropogenic,1
mate-choice errors,biological,1
predation competition,ecological,2
differentiation,biological,1
high impact consumption,ecological,1
high impact scavenging,ecological,1
community assemblage,ecological,1
keystone species role,ecological,1
introduction via vessels,anthropogenic,1
competition and soil modification,ecological,1
establishment and impact,ecological,2
environmental presence,ecological,1
introgression,ecological,1
source of mitochondrial diversity,ecological,1
species survival adaptability,ecological,1
presence of Salmincola californiensis in freshwater reservoirs,ecological,1
occurrence pattern,ecological,1
key food resource relationship,ecological,1
feeding_rate_comparison,ecological,1
boldness_assessment,ecological,1
infiltration and competition,ecological,1
infiltration and sustenance,ecological,1
interspecific pathogen transmission,biological,1
genotype transmission,biological,1
density estimation,ecological,1
distribution documentation,ecological,1
socio-economic impacts,ecological,1
distribution and introduction pathways,ecological/anthropogenic,1
sensitivity to salinity,biological,1
tolerance to salinity,biological,1
stakeholder engagement,ecological,1
introduction and establishment of non-native species,ecological,1
"host-switching, spillover and spill-back",biological,1
potential invasive impact,ecological,1
risk of invasiveness,ecological,1
risk similarity,ecological,1
potential introduction sources,ecological,1
habitat suitability modeling,ecological,1
habitat-specific modeling,ecological,1
regional model performance,ecological,1
egg deposition and fruit decay,biological,1
disruption of seed-dispersal mutualism,ecological,1
genetic clustering and competition,biological,1
introduction and population divergence,ecological,1
behavioural plasticity,biological,1
"contribution to research, policy and management",ecological,1
distribution and connectivity,ecological,1
diet competition,ecological,1
native occurrence,ecological,1
interaction with natural enemies,biological,1
competition and colonization,ecological,1
predation or impact,ecological,1
cultivation,anthropogenic,1
suitability,ecological,2
plant-soil feedback processes,ecological,1
competition exclusion,ecological,1
impact_association,ecological,1
biogeographic_origin,biological,1
impact on forage,ecological,1
exclusion of native forbs,ecological,1
association with taller plants,ecological,1
expansion distribution,ecological,1
successful expression of invasion,ecological,1
decrease in abundance and richness,ecological,1
founding event,anthropogenic,1
reproductive establishment,ecological,1
introduction_history,biological,1
impact on vegetation and soil,ecological,1
condition-dependent effects,ecological,1
culling program,anthropogenic,1
accumulation and introduction,ecological,1
intentional vs unintentional introduction,anthropogenic,1
trends over time,ecological,1
agonistic interactions,biological,2
escape,biological,1
species transport,anthropogenic,1
eDNA transport,ecological,1
eDNA presence and detection,ecological,1
ecological succession,ecological,1
Sooty Bark Disease causal relationship,biological,1
Pathogen emergence,ecological,1
spreading mechanism,ecological,1
mycoparasitism,biological,1
pathogen-host interaction,biological,1
ecological spread,ecological,1
physical transfer,physical,1
dispersal method,anthropogenic,1
stepping stones,ecological,1
gall midge damage,biological,1
needle cast infection,biological,1
co-infestation,biological,1
arthropods inhabiting,ecological,1
pathogens inhabiting,ecological,1
impact on biodiversity and forest services,ecological,2
damage/cause plant pathogens,ecological,1
facilitation of colonization,ecological,1
positive contribution to growth,ecological,1
ectomycorrhizal interactions,biological,1
use as a food source,ecological/anthropogenic,1
colonization and detection,ecological,1
abundance and introduction risk,ecological,1
niche-filling and biotic acceptance,ecological,1
species community turnover and spatial expansion,ecological,1
species richness accumulation,ecological,1
invasion process understanding,ecological,1
breach,legal,1
impact of climate change on fish traits,ecological,1
introduction of novel traits,ecological,1
action plan development,anthropogenic,1
competition under drought and biochar treatments,ecological,1
effect on productivity and performance,anthropogenic,1
effect on productivity and performance,physical,1
troublesome weed,ecological,1
facilitation of habitat,ecological,2
facilitation of transmission,ecological,1
economic loss due to invasion,ecological,1
priority management area,ecological,1
tolerance and propagation,ecological,1
population clusters,ecological,1
taxonomic reclassification,biological,1
failed biocontrol,ecological,2
monitoring and assessment,technological,1
spread and monitoring,ecological,1
benefits and risks evaluation,ecological/socio-economic,1
distribution and management within AS,ecological/management,1
distribution/spread/impact,ecological,1
impact on Pogonus chalceus,ecological,1
impact on Bembidion minimum,ecological,1
occurrence and sampling,ecological,1
conspecificity,biological,1
species inhabiting,ecological,2
competitive invaders,ecological,1
mating behavior difference,biological,1
activity and population dynamics relationship,ecological,1
temporal pattern of sex ratios,biological,1
native status,ecological,1
alien status,ecological,1
morphological and distribution comparison,biological,1
damaging,ecological,1
taxonomic discrepancy,biological,2
misidentification,biological,1
distribution in geographic location,ecological,1
hyperparasitoid-host,biological,1
hyperparasitoid-secondary host,biological,1
established distribution,ecological,1
