Species Name,Role,Count
barbus motebensis,native,1
austroeupatorium inulifolium,invasive,3
asterceae,invasive,1
rosaceae,invasive,1
aporrectodea trapezoides,introduced,2
miracula moenusica,native,1
pleurosira laevis,invasive,1
ulva spp.,nuisance,1
codium fragile subsp. fragile,introduced,2
lomentaria clavellosa,introduced,1
lomentaria orcadensis,introduced,1
melanosiphon intestinalis,introduced,2
ulva intestinalis,opportunistic,1
ulva lactuca,opportunistic,1
blidingia minima,opportunistic,1
fucus vesiculosus,perennial,1
ascophyllum nodosum,perennial,1
stylisma pickeringii var. pattersonii,native,1
bombylius fraudulentus,-,1
heterostylum croceum,-,1
gracilaria,native,1
ulva lactuca,introduced,1
ceramium virgatum,introduced,1
colpomenia peregrina,introduced,2
daucus carota,introduced,1
sericocarpus asteroides,native,1
chymomyza amoena,alien,1
exotic naturalized plants,exotic/invasive,1
woody exotics,exotic,1
herbaceous exotics,exotic,1
verbeneaceae,exotic,1
myrtaceae,exotic,1
rutaceae,exotic,1
poaceae,exotic,1
cymbopogon nardus,invasive,1
annona glabra,invasive,1
invasive alien animals,invasive,1
chitala ornata,alien/invasive,1
labeo dussumeri,native,1
puntius kelumi,native,1
mystus vittatus,native,1
megalops cyprinoides,native,1
pterygoplichthys spp.,alien/introduced,1
osphronemus goramy,alien/introduced,1
leucaena leucocephala,native,1
gliricidea sepium,native,1
acacia auriculiformis,native,1
casurina equiseriflora,native,1
pterocarpus indicus,native,1
rhizophora mangle,-,1
avicennia germinans,-,1
laguncularia racemosa,-,1
palaemon adspersus,native,1
cladophora glomerata,-,2
small mammals,introduced,2
bartonella spp.,native,1
avian influenza viruses (h5n1),introduced,1
salmonella enterica serovar enteritidis,invasive,1
white-nose syndrome fungus,invasive,1
listeria monocytogenes,invasive,1
entamoeba sp.,invasive,1
cane toads,native,1
feline leukemia virus (felv),introduced,1
florida panther (puma concolor coryi),native,1
florida domestic cat,introduced,1
species of red sea/indopacific origin,alien,1
lessepsian immigrants,invasive,1
parasites,invasive,1
p. ovatus metacercariae,invasive,1
crustacea,invasive,1
hirudinea,invasive,1
trematoidea,invasive,1
cestoidea,invasive,1
mastigophora,invasive,1
infusoria,invasive,1
neogobius fluviatialis,native,1
neogobius melanostomum,native,1
mesogobius batrachocephalus,native,1
acer pseudoplatanus,native,3
false indigo bush,invasive,1
common milkweed,invasive,2
horseweed,invasive,1
daisy fleabane,invasive,1
persian speedwell,invasive,1
common cocklebur,invasive,1
lepus timidus hibernicus,native,1
anolis wattsi,introduced,1
native anolis lizard species,native,1
anole species,introduced,1
podarcis raffonei,native,1
crescent-marked lily aphid (neomyzus circumflexus),alien,1
lupinus nootkatensis,invasive,1
eleusine indica,non-native,1
euphorbia hirta,native,1
spotted gouramy,native,1
common snakehead,native,1
climbing gouramy,native,1
gondang snail,native,1
silver barb fish,native,1
plecos,alien,1
pomfret,alien,1
carp,alien,1
membranipora membranacea,nonindigenous,3
saccharina longicruris,native,3
agarum clathratum,native,1
lioberus ligneus,introduced,1
brachidontes pharaonis,alien,1
spondylus spinosus,alien,1
chama pacifica,alien,2
spondyliosoma cantharus,native,1
diplodus vulgaris,native,1
siganus luridus,leseppeian,1
perna canaliculus,native,1
coho salmon,alien,1
polydora websteri,alien,1
polydora uncinata,alien,1
polydora hoplura,alien,1
polydora haswelli,alien,1
polydora ciliata,alien,1
boccardia polybranchia,alien,1
fish pathogens,introduced,1
amolops hongkongensis,native,1
paa exilispinosa,native,1
paa spinosa,native,1
rana chloronota,native,1
sphaerothecum destruens,-,1
oncorhynchus tshawytscha,-,1
salmo salar,-,2
leucaspius delineatus,endangered,1
renifer aniarum,introduced,1
natrix natrix,native,1
lithobates catesbeianus,native,1
trematoda,-,1
acanthocephala,-,1
pleistophora mulleri,parasite,1
pristis pristis,native,1
macroderma gigas,native,1
dakota skipper butterfly,native,1
smooth brome,invasive,1
kentucky bluegrass,invasive,1
prairie dropseed,native,1
porcupine grass,native,1
algal turfs,native,1
urchins,native,1
thalassoma bifasciatum,native,1
haemulon aurolineatum,native,1
canthigaster rostrata,native,1
abudefduf saxatilis,native,1
chromis cyanea,native,1
stegastes partitus,native,1
bivalve molluscs,native/invasive,1
gastropod molluscs,native/invasive,1
amphipods,native/invasive,1
ophiuroids,native/invasive,1
hexacorals,native/invasive,1
neosiphonia harveyi,-,1
ceramium virgatum,-,1
ascidians,alien,1
pachygrapsus transversus,native,1
beroe gracilis,native,1
tetrapygus niger,native,1
rhyncocinetes typus,native,1
macrozoobenthic communities,native,1
pterois volitans,native,1
benthic macrofauna,-,1
nephtys australiensis,-,1
infauna,-,1
epifauna,-,1
callinectes sapidus,native,1
caulerpa taxifolia,native,1
parma microlepis,native,1
parma unifasciata,native,1
pterois volitans,introduced,1
pterois miles,introduced,2
cancer irroratus,introduced,1
pterois volitans,"native in pacific, invasive in atlantic",1
fucus spp.,-,1
patella spp.,-,1
patellid limpets,-,1
annelida,-,3
mollusca,-,2
demersal fish,native,1
omnivorous species,-,1
generalist freshwater and estuarine guilds,introduced,1
halimeda incrassata,introduced,1
small demersal reef fishes,native,1
nucella lapillus,native,1
nuttallia obscurata,introduced,1
metacarcinus magister,native,1
native corals,native,1
sargassum muticum,native,1
lobatus gigas,native,1
sagmariasus verreauxi,range-shifting,1
jasus edwardsii,resident,1
ophryotrocha japonica,alien,1
pugettia producta,native,1
cyclope neritea,introduced,1
nassarius reticulatus,native,1
solea solea,native,1
lepaa australis,alien,1
spirorbidae,alien,1
ceneporella antarctica,native,1
collosendeis scotti,native,1
pecten fumatus,native,1
chlamys asperrima,native,1
coscinasterias muricata,native,1
mussels,-,1
green and filamentous algae,-,1
variety of invertebrates,-,1
gobiid fishes,-,1
syngnathid species,-,1
monacanthid species,-,1
active invertebrates,alien,1
"diapausing stages (e.g., resting eggs, quiescent adults)",alien,1
marine taxa,alien,1
suminoe oysters,non-native,1
bonamia sp.,alien,1
eurypanopeus,native,1
sabella spallanzanii,introduced,1
petrolisthes armatus,invasive,1
mud crabs,native,1
native filter feeders,native,1
cardamine hirsuta,-,1
cardamine parviflora,-,1
cardamine flexuosa,-,1
cardamine impatiens,-,1
euphorbia serpens,alien,1
euphorbia glyptosperma,alien,1
commelina virginica,alien,1
commelina communis,-,2
vitis ×novae-angliae,introduced,1
vitis labrusca,native (part of hybrid),1
vitis riparia,native (part of hybrid),1
gymnocoronis spilanthoides,alien,2
kleinia anteuphorbia,alien,1
exotic tree pests,invasive,1
white pine,native,1
ash species,native,1
emerald ash borer,introduced,1
new tree species currently native south of the wilderness,native,1
juncus saximontanus,native,1
ship rat,invasive,1
norwegian rat,invasive,1
m. m. domesticus,invasive,1
apocynaceae,invasive,1
araceae,invasive,1
bignoniaceae,invasive,1
chenopodiaceae,invasive,1
meliaceae,invasive,1
mimosaceae,invasive,1
myrtaceae,invasive,1
papaveraceae,invasive,1
verbenaceae,invasive,1
wetland plants,invasive,1
atlantic blue crab (callinectes sapidus),invasive,1
phragmites australis subsp. australis,invasive,1
coccinella septempunctata,invasive,1
cuban treefrog (osteopilus septentrionalis),invasive,1
green treefrog (hyla cinerea),native,1
squirrel treefrog (hyla squirella),native,1
hyla spp.,native,1
rattus exulans,historically introduced,1
nymphaea sp.,native,1
potamogeton illinoensis,native,1
najas guadalupensis,native,1
martes martes,introduced,1
myotragus balearicus,native,1
erodium cicutarium,invasive,1
euonymus fortunei,invasive,1
native woodland perennials,native,1
claroideoglomus etunicatum,-,1
native central european grassland species,native,1
invasive taxon,invasive,1
local taxon,native,1
neanderthals,native,1
modern humans,invasive,1
threespine stickleback (gasterosteus aculeatus complex),invasive,1
japanese stiltgrass,invasive,1
mock strawberry,invasive,1
bigheaded carp,invasive,1
aquatic species,native,1
invasive mammalian species,invasive,1
native plant pairs,native,1
non-native plant pairs,non-native,1
insect species,-,1
pollinators,-,1
brachycaudus helichrysi,native,1
aulacorthum solani,native,1
potato,native,1
alfalfa,native,1
reticulitermes grassei,native,1
reticulitermes lucifugus,native,1
eastern gray squirrel,invasive,1
ectomycorrhizal fungi,introduced/invasive,1
pinus species,introduced/invasive,1
black ash,native,2
thermophilic species,non-indigenous,1
aquatic non-indigenous species,introduced,1
vertebrates,-,2
eucosmopolitan,native,1
neocosmopolitan,introduced,1
pseudocosmopolitan,alien,1
paranthias furcifer,native,1
mnemiopsis leidyi,native/invasive,1
halophila stipulacea,native/introduced/alien/invasive,1
sargassum horneri,-,1
tetraodontidae,-,1
amphistegina lobifera,alien,1
amphistegina lessonii,cryptogenic congener,1
omnivorous sparid species,native,1
threespine stickleback,-,1
tropical aliens,alien,1
nostocales,invasive,1
cylindrospermopsis,invasive,1
aphanizomenon,invasive,1
wolbachia pipientis,-,1
dysgonomonas,-,1
agarophyton vermicullophylum,invasive,1
epibacterial communities,-,1
listeria monocytogenes,invading,1
resident soil microbiota,resident,1
anastrepha ludens,-,1
amorpha fruticosa,introduced/invasive,1
agelastica alni,native,1
chrysolina polita,native,1
solanum mauritianum,non-native/introduced,1
homalanthus novoguineensis,native,1
polyscias murrayi,native,1
herbaceous plant species,invasive,1
congeneric species native to europe,native,1
usa natural-area invader,invasive,1
andropogon gayanus,alien,1
alloteropsis semialata,native,1
carpobrotus edulis,introduced,1
dittrichia viscosa,native-invasive,1
inula crithmoides,native/halophyte,1
listronotus bonariensis,invasive,2
poa colensoi,native,1
festuca novae-zelandiae,native,1
chionochloa rigida,native,1
hybrid ryegrass (l. perenne x l. multiflorum),common host,1
rhyzopertha dominica,cosmopolitan,1
sitophilus oryzae,cosmopolitan,1
potamogeton crispus l.,invasive,1
lagarosiphon major,alien,1
utricularia vulgaris,native,1
minnows,invasive,1
trout,invasive,2
quillworts,native,1
vine invaders,invasive,1
24 autochthonous plant species,native,1
8 invasives,invasive,1
hymenoscyphus albidus,native,1
pontederia cordata,native,1
leersia hexandra,native,1
egeria densa,introduced,1
clonal alligator weed,invasive,1
ludwigia grandiflora,exotic,1
crayfish,exotic,1
alternanthera philoxeroides,native,1
potamogeton maackianus,native,1
spartina maritima × densiflora,hybrid,1
spartina densiflora × maritima,hybrid,1
competing native macrophyte,native,1
invasive aquatic plants,invasive,2
floating plants,invasive,1
submerged plants,invasive,1
biological control agents,native,1
xanthium strumarium,invasive,4
xanthium sibiricum,native,1
anaxyrus boreas,native,1
aspiculuris tetraptera,introduced,1
mathevotaenia symmetrica,native,1
xanthium strumarium,broadleaf weed,1
amaranthus retroflexus,broadleaf weed,1
cirsium arvense,broadleaf weed,1
solanum nigrum,broadleaf weed,1
physalis angulata l.,invasive,1
brassica pekinensis,-,1
araujia sericifera,invasive,2
stellera chamaejasme,invasive,1
bennett's wallabies,invasive,1
centrocestus formosanus,invasive,1
danio rerio,native,2
european mink,native,1
lasius niger,native,1
drosophila,-,1
bugulina californica,invasive,1
hypophthalmichthys nobilis,introduced,1
helminth species,introduced,1
echinococcus multilocularis,native,1
fauna,native/introduced,1
guttural toads,native,1
rice weevil,native,1
cronius ruber,invasive,1
acacia holosericea,invasive,1
gibbula umbilicalis,-,1
common yabby,introduced,1
anopheles philippinensis,invasive,1
anopheles nivipes,invasive,1
intentionally introduced alien plant species (iiaps),alien,1
thellungiella halophila,-,1
plectranthus barbatus,invasive,1
echinorhynchus truttae,-,1
schinus molle l.,introduced,1
crocidura,native,1
watermilfoil,invasive,1
attached algae,native,1
myriophyllum heterophyllum,invasive,1
caulacanthus okamurae,introduced,1
shared species,native/introduced,1
lotus corniculatus,invasive,1
tenellia adspersa,native,1
cordylophora caspia,invasive,1
proteobacteria,native,1
firmicutes,native,1
bacteroidetes,native,1
fusobacteria,native,1
actinobacteria,native,1
viviparus viviparus,invasive,1
mollusks,alien,1
dittrichia viscosa,native/introduced/alien/invasive,1
azorean arthropods,native,1
mammalian species,introduced,1
exotic plants,introduced/alien,1
coastal dune flora native from mexico,native/invasive,1
persicaria,cryptic invader/invasive,1
p. hydropiperoides,native to the new world/cryptic invader,1
p. maculosa,old world weed,1
p. decipiens,-,1
p. persicarioides,-,1
native amphibians,native,1
tree frogs,native,1
oenothera drummondii subsp. drummondii,invasive/naturalized,1
diabrotica virgifera,invasive,1
asian knotweed (reynoutria spp.),invasive,1
malignant invasive species,invasive,1
seriously invasive species,invasive,1
low-level invasive species,invasive,1
forest birds,native,1
non-forest birds,native,1
reynoutria × bohemica,invasive,1
megalobulimus,native,1
radix auricularia,invasive,1
radix intercisa,-,1
radix iturupica,-,1
radix ussuriensis,-,1
radix narzykulovi,-,1
radix schubinae,-,1
radix balthica,-,1
bipolaris,-,1
actinobacteriota,-,1
ctenopharyngodon idella,introduced,3
cornus sanguinea subsp. australis,alien,1
cornus sanguinea subsp. sanguinea,native,1
38 successfully established introduced birds,introduced,1
37 introduced birds that went extinct,introduced,1
acacia dealbata,non-native,3
phyla nodiflora,native/introduced/invasive,1
cynoscion regalis,invasive,1
arthropods that vector pathogens,invasive,1
oreochromis andersonii,native,1
oreochromis mortimeri,native,1
invasive carp species,invasive,1
pinus pinaster,-,3
eucalyptus globulus,-,2
heliophiles and pyrophytes,invasive,1
european gypsy moth (lymantria dispar dispar),invasive,1
eucalyptus globulus labill.,introduced,1
pinus pinaster aiton,introduced,1
quercus suber l.,native,1
buxus spp.,native,1
forest pests,invasive,2
alien invasive pathogens and pests,invasive,1
abies pinsapo,native,1
invasive herbs and shrubs,invasive,1
cucurbitaceae,alien/invasive,1
douglas fir,non-native,1
grand fir,non-native,1
sitka spruce,non-native,2
black locust,non-native,1
agrilus fleischeri,invasive,1
agrilus mali,invasive,1
lamprodila (palmar) festiva,invasive,1
ips amitinus,invasive,1
polygraphus proximus,invasive,1
acrocercops brongniardella,invasive,1
phyllonorycter populifoliella,invasive,1
datura innoxia,invasive,1
invasive woody taxa,invasive,1
ligustrum spp.,invasive,1
lolium arundinaceum,invasive,1
three invasive plant species,invasive,1
mimosa diplotricha,invasive,1
panicum repens,invasive,2
operophtera brumata,invasive,2
quercus,-,1
pinus strobus,-,2
weeping lovegrass (eragrostis curvula nees),non-native,1
oak,-,1
non-native shrubs,invasive,1
adelges piceae,invasive,1
estherella,native,1
onychochaeta borincana,native,1
invasive vines,invasive,1
sitka spruce,introduced,1
"insects, fungal and oomycete organisms",introduced,1
seiridium cardinale,invasive,1
ground-dwelling invertebrates,native,1
botryosphaeria dothidea,latent pathogen,1
diplodia corticola,latent pathogen,1
diplodia seriata,latent pathogen,1
dothiorella sarmentorum,latent pathogen,1
neofusicoccum parvum,latent pathogen,1
cerambyx welensii,oak pests,1
coraebus fasciatus,oak pests,1
botryosphaeriaceae,introduced,1
ash trees,native,1
hippophae rhamnoides subsp. sinensis,native,1
invasive tree species,invasive,2
exotic pines,introduced,1
ash,native,1
green ash,native,1
white ash,native,1
spicebush,native,1
redbud,native,1
privet,invasive,1
autumn olive,invasive,1
nonnative pines,nonnative,1
pinus radiata d.don,alien,1
harmful invasive plants,invasive,1
belonesox belizanus,invasive,1
loricariids,invasive,1
plotosus lineatus,non-native,1
upeneus spp.,non-native,1
mullus species,native,1
nematogenys inermis,native,1
australoheros facetus,non-native,1
selaginella kraussiana,invasive,1
selaginella moellendorffii,exotic,1
lycopodium deuterodensum,native,1
lycopodium volubile,native,1
xanthomonas translucens,-,1
